Estado;Antiguedad;Vivienda;Plazo;Edad;EstadoCivil;Registros;Trabajo;Gastos;Ingresos;Activos;Deuda;Cantidad;Precio
bueno;0;alquila;60;28;casado;no;fijo;76;155;0;0;800;1218
bueno;2;propietario;60;26;casado;no;fijo;45;120;3500;0;300;1329
bueno;10;propietario;36;34;casado;no;fijo;90;159;3000;250;300;500
bueno;6;propietario;60;27;casado;no;fijo;45;122;2000;1000;1300;1384
malo;7;propietario;60;32;casado;no;tiempo parcial;75;156;3500;0;1300;1553
bueno;18;propietario;48;43;soltero;no;fijo;35;90;2500;0;1000;1626
bueno;3;propietario;18;30;soltero;no;tiempo parcial;35;130;5000;0;1100;1674
bueno;6;propietario;18;42;casado;no;freelance;90;45;4000;34;200;1500
bueno;0;alquila;36;26;casado;no;tiempo parcial;72;118;1000;0;600;1421
malo;0;propietario;24;20;soltero;no;otros;60;152;2000;0;400;480
bueno;8;alquila;48;24;soltero;no;fijo;49;135;0;0;1000;1274
bueno;4;alquila;48;27;casado;no;fijo;58;125;0;0;1200;1580
bueno;1;alquila;36;35;casado;no;freelance;66;208;4000;0;1000;1300
malo;1;padres;48;18;soltero;no;tiempo parcial;35;81;0;0;1150;1314
bueno;3;propietario;24;35;casado;no;fijo;75;160;1800;0;200;957
bueno;10;alquila;60;33;casado;no;freelance;75;300;2700;0;1000;1500
bueno;8;privado;36;39;casado;no;fijo;60;135;4000;1500;1300;1504
bueno;20;padres;60;36;casado;no;fijo;60;121;0;0;850;935
bueno;3;padres;48;29;soltero;no;fijo;35;145;0;0;1000;1028
malo;1;padres;48;23;soltero;no;fijo;35;165;0;0;1300;1440
bueno;19;propietario;12;34;casado;no;freelance;75;428;32000;0;500;1030
bueno;2;alquila;48;57;casado;no;otros;68;233;0;0;1200;1366
malo;11;propietario;60;38;casado;si;fijo;90;245;4000;0;1700;1768
malo;1;propietario;36;52;casado;si;freelance;60;NA;100000;20000;1500;2340
malo;1;propietario;48;42;casado;si;freelance;75;200;9000;4500;1400;1700
bueno;15;propietario;60;44;casado;no;freelance;60;42;10000;0;910;1450
bueno;10;propietario;48;37;divorciado;no;fijo;35;87;3500;450;500;1155
malo;1;privado;48;34;casado;si;freelance;45;200;3000;1500;1000;1191
bueno;25;propietario;12;43;casado;no;freelance;75;250;100000;0;600;841
malo;4;alquila;60;42;divorciado;si;fijo;70;350;0;0;2200;2441
malo;0;otra;48;24;casado;no;fijo;60;105;0;0;1200;1516
bueno;1;propietario;60;36;soltero;no;freelance;60;100;4500;1500;400;1591
malo;2;padres;60;52;casado;si;freelance;75;160;5000;0;1350;1999
bueno;16;padres;60;34;soltero;no;freelance;35;NA;12000;0;1200;1336
malo;0;alquila;36;34;separado;no;fijo;49;140;0;0;1150;1600
bueno;16;padres;60;31;casado;no;fijo;45;160;0;0;1400;1850
bueno;8;propietario;60;36;casado;no;freelance;75;148;2600;0;1400;1775
bueno;20;padres;36;50;casado;no;freelance;45;113;20000;0;700;1224
bueno;5;padres;60;33;casado;no;fijo;45;97;0;0;1500;1663
bueno;20;propietario;60;54;casado;no;fijo;60;107;1500;0;1250;1500
malo;5;alquila;60;40;casado;si;fijo;66;206;0;0;1900;2225
bueno;1;propietario;60;29;casado;no;fijo;45;275;6000;1810;1600;1930
bueno;3;propietario;60;31;casado;no;fijo;45;176;4500;2500;1400;1607
bueno;2;alquila;36;32;casado;no;fijo;63;175;0;0;1000;1230
bueno;3;propietario;24;51;casado;no;fijo;45;223;20000;0;1400;1581
bueno;7;alquila;60;31;casado;no;fijo;67;70;0;0;790;1072
malo;9;alquila;36;46;casado;no;fijo;84;87;0;0;1200;1471
malo;1;propietario;60;35;casado;no;freelance;90;42;5000;100;500;1300
bueno;14;padres;60;33;soltero;no;fijo;35;60;0;0;1150;1192
bueno;6;otra;48;25;soltero;no;fijo;35;300;0;0;2400;2700
bueno;0;otra;36;31;casado;no;fijo;75;144;0;0;450;500
malo;15;alquila;36;43;casado;no;freelance;75;NA;15000;2000;1100;1720
bueno;2;padres;48;30;casado;no;fijo;60;180;0;0;1350;1770
malo;1;alquila;48;40;casado;no;otros;82;69;0;0;1100;1197
bueno;12;alquila;60;37;casado;si;fijo;86;110;0;0;700;950
malo;1;padres;36;22;soltero;si;tiempo parcial;35;50;0;0;425;450
malo;0;padres;60;24;soltero;si;tiempo parcial;35;86;0;0;1400;1707
bueno;11;propietario;36;27;casado;no;fijo;60;172;7000;0;900;1201
malo;9;alquila;60;32;casado;si;freelance;71;109;0;0;1135;1355
bueno;13;propietario;60;43;casado;no;fijo;60;95;3000;0;890;1196
bueno;29;alquila;60;57;casado;no;fijo;80;203;0;0;1100;1297
malo;33;propietario;48;59;casado;si;fijo;45;114;10000;0;1200;1420
bueno;3;alquila;48;60;viudo;no;freelance;54;186;0;0;850;1036
bueno;0;alquila;60;25;soltero;no;fijo;51;155;0;0;800;1201
bueno;5;padres;60;28;casado;no;fijo;60;195;1800;0;1000;1527
malo;3;propietario;60;40;casado;no;freelance;75;246;2500;0;1300;1500
bueno;21;alquila;48;36;casado;no;fijo;86;113;0;0;950;1057
bueno;6;propietario;48;27;casado;no;freelance;60;290;4300;900;1500;2127
malo;1;otra;48;33;casado;si;freelance;75;NA;0;0;1000;2218
bueno;25;propietario;60;44;casado;no;fijo;45;125;2500;0;1200;1570
bueno;5;alquila;24;34;casado;no;freelance;95;199;0;0;250;650
bueno;1;propietario;60;28;casado;no;fijo;45;133;5000;9000;700;1175
bueno;1;propietario;60;39;casado;no;fijo;60;210;2000;0;700;825
malo;2;otra;48;47;soltero;si;freelance;35;NA;0;0;2150;2152
bueno;11;propietario;60;28;casado;no;fijo;45;78;4000;0;850;978
bueno;1;alquila;36;37;divorciado;no;tiempo parcial;55;200;15000;0;1100;1650
bueno;0;padres;60;20;casado;no;freelance;45;100;0;0;1850;2150
malo;2;alquila;48;36;casado;no;fijo;85;95;0;0;1340;1771
bueno;5;alquila;48;28;casado;no;fijo;63;183;0;0;1100;1615
bueno;2;padres;24;20;soltero;no;fijo;35;43;0;0;450;994
bueno;7;privado;60;32;casado;no;fijo;75;120;3000;3000;870;1147
malo;3;padres;60;19;soltero;no;freelance;45;198;2500;0;1100;1194
malo;2;alquila;36;21;soltero;no;fijo;45;100;0;0;700;825
bueno;3;alquila;36;23;soltero;no;fijo;50;150;0;0;1000;1128
bueno;10;propietario;36;47;casado;no;fijo;60;133;3000;0;360;360
bueno;10;propietario;48;37;viudo;no;otros;45;110;3000;0;500;1190
bueno;10;propietario;60;51;casado;no;fijo;60;202;2000;0;1400;1580
bueno;1;privado;24;31;casado;no;fijo;60;140;2000;500;1100;1600
bueno;4;propietario;60;49;casado;no;fijo;45;123;5000;0;1450;1735
bueno;2;propietario;60;27;casado;no;fijo;45;275;8000;4500;1500;2178
malo;3;privado;60;34;casado;si;fijo;75;200;2500;0;1350;1589
bueno;6;propietario;60;28;soltero;no;freelance;35;NA;7000;800;1500;1828
malo;0;propietario;48;29;separado;no;fijo;35;55;4000;0;757;1566
bueno;1;propietario;60;51;casado;no;otros;45;105;3000;0;1200;1250
bueno;15;propietario;60;34;casado;no;fijo;75;146;5000;0;1400;1626
bueno;10;propietario;60;42;casado;si;fijo;75;100;6000;1500;1350;1414
malo;2;alquila;60;46;separado;no;fijo;49;136;0;0;1500;1687
bueno;8;propietario;60;40;casado;no;fijo;60;90;4500;0;1100;1638
bueno;4;propietario;60;32;casado;no;freelance;60;NA;6000;0;1100;1296
bueno;7;propietario;60;26;casado;no;fijo;60;116;3000;0;1400;1460
bueno;17;propietario;36;31;casado;no;fijo;75;128;7000;4800;700;1400
bueno;10;propietario;54;47;casado;no;fijo;60;105;3000;0;850;911
bueno;6;propietario;30;45;casado;no;fijo;90;125;3000;0;1050;1559
bueno;0;otra;60;26;casado;no;tiempo parcial;45;68;0;0;1200;1315
bueno;1;propietario;36;41;casado;no;fijo;75;400;5500;0;1800;2600
bueno;6;propietario;48;31;casado;no;fijo;60;251;3000;400;1000;1208
bueno;2;alquila;60;23;soltero;no;fijo;58;225;0;0;800;975
bueno;2;padres;60;34;soltero;no;fijo;35;140;0;0;1200;1274
bueno;15;propietario;48;34;separado;no;freelance;45;NA;5000;0;900;1197
bueno;7;alquila;60;38;casado;no;freelance;107;320;1500;0;1050;1092
bueno;0;propietario;36;55;casado;si;freelance;45;NA;16000;0;900;1100
bueno;1;alquila;60;54;casado;no;otros;54;87;8000;0;1000;1202
malo;2;padres;54;24;soltero;si;freelance;35;NA;0;0;1800;2646
malo;15;propietario;60;37;casado;no;otros;90;90;5000;1800;1500;1816
malo;0;alquila;60;43;casado;no;freelance;75;NA;0;0;1400;1700
bueno;2;padres;48;26;casado;no;fijo;60;110;10000;0;1300;1700
bueno;20;propietario;54;59;casado;no;freelance;60;87;3500;0;500;984
bueno;30;alquila;60;54;casado;no;fijo;54;93;0;0;1000;1387
bueno;12;propietario;48;27;casado;si;fijo;45;110;5000;1300;450;1636
bueno;2;alquila;60;28;soltero;no;fijo;43;81;0;0;1000;1135
malo;3;propietario;60;53;casado;no;fijo;45;98;3500;0;1350;1453
bueno;7;propietario;60;48;casado;no;freelance;60;155;4500;0;1400;1500
bueno;4;propietario;48;30;casado;no;fijo;60;167;3500;1000;800;1350
bueno;14;privado;60;28;casado;no;fijo;60;190;18000;0;1850;2247
bueno;10;propietario;60;34;casado;no;fijo;75;110;2500;300;1150;1367
malo;3;propietario;60;33;separado;no;freelance;35;NA;6000;0;950;950
malo;12;alquila;60;55;casado;si;fijo;62;170;0;0;1800;2154
malo;20;propietario;36;40;soltero;si;freelance;35;NA;8500;400;750;1100
bueno;5;padres;60;28;soltero;no;fijo;35;70;0;0;900;1492
malo;2;propietario;60;31;soltero;no;fijo;35;55;7500;0;800;1351
malo;30;padres;60;56;casado;no;fijo;45;80;10000;0;1500;2040
bueno;3;propietario;60;38;casado;si;tiempo parcial;75;81;4000;0;1000;1037
malo;0;otra;48;25;soltero;no;fijo;35;139;0;0;1200;1202
bueno;0;alquila;48;35;casado;no;fijo;66;206;0;0;1500;1683
malo;5;otra;24;41;separado;no;freelance;35;NA;0;0;500;1000
bueno;3;padres;48;31;soltero;no;fijo;35;120;0;0;1000;1100
bueno;30;otra;48;52;casado;no;freelance;90;300;12000;0;1700;1734
bueno;13;privado;60;33;casado;no;fijo;75;224;7000;0;1600;1604
bueno;0;alquila;60;30;casado;no;fijo;68;80;0;0;1000;1330
malo;3;propietario;60;37;casado;no;tiempo parcial;90;166;3000;0;800;877
bueno;0;propietario;36;54;casado;no;tiempo parcial;60;110;11500;0;1100;1759
malo;7;padres;48;32;casado;si;fijo;45;161;0;0;970;1564
bueno;4;propietario;60;23;casado;no;fijo;45;80;4000;0;1100;1306
bueno;10;propietario;24;39;casado;no;fijo;75;150;3000;0;500;1108
malo;1;alquila;36;28;soltero;no;freelance;52;170;0;0;350;1500
bueno;2;padres;60;43;casado;no;fijo;45;100;0;0;1500;1645
bueno;30;alquila;60;50;casado;no;freelance;68;225;10000;0;1300;1500
bueno;3;alquila;60;41;casado;si;fijo;77;166;0;0;2200;2625
bueno;0;padres;36;27;soltero;no;fijo;45;200;5000;0;800;1456
bueno;10;propietario;42;25;casado;no;fijo;45;110;3000;0;1500;2178
bueno;4;alquila;36;35;soltero;no;fijo;46;110;0;0;1000;1642
bueno;1;propietario;60;31;casado;no;tiempo parcial;45;160;4000;300;1200;1265
bueno;13;padres;36;43;soltero;no;fijo;35;204;0;0;200;325
malo;4;padres;60;28;casado;no;tiempo parcial;45;135;0;0;1350;1471
bueno;1;padres;48;22;soltero;no;freelance;45;158;0;0;260;1440
bueno;8;propietario;60;42;casado;si;freelance;75;290;10000;0;1200;2140
bueno;14;propietario;60;41;casado;no;fijo;60;100;6000;0;450;1377
bueno;6;propietario;60;29;casado;no;fijo;60;115;6000;2000;1250;1780
bueno;1;propietario;18;27;casado;no;tiempo parcial;45;149;2000;0;700;818
bueno;16;propietario;60;32;casado;si;fijo;75;143;4000;0;650;1017
bueno;10;padres;36;27;casado;si;fijo;60;150;0;0;1000;1788
bueno;11;padres;48;37;soltero;no;fijo;35;199;10000;0;1100;1212
bueno;40;alquila;36;59;casado;no;fijo;59;142;0;0;1000;1800
malo;13;propietario;54;52;casado;no;fijo;75;80;4000;0;1300;1394
malo;7;alquila;36;25;casado;no;fijo;69;93;0;0;250;400
bueno;3;padres;36;24;separado;no;fijo;45;113;0;0;850;940
bueno;13;padres;48;51;casado;no;fijo;45;92;3000;500;1220;1433
bueno;7;propietario;36;39;casado;no;freelance;75;205;4000;0;1300;1439
bueno;7;propietario;60;33;soltero;no;fijo;35;210;6000;0;1700;2414
bueno;4;propietario;24;31;casado;no;fijo;60;256;3000;0;600;1571
bueno;5;alquila;36;30;casado;no;freelance;101;260;0;0;1000;1500
bueno;7;propietario;60;24;casado;no;fijo;45;106;2500;0;1200;1258
bueno;10;propietario;48;31;casado;no;fijo;60;160;4500;0;450;1403
bueno;16;propietario;60;39;casado;no;fijo;60;148;3500;0;750;1346
bueno;2;propietario;36;42;casado;no;fijo;75;220;3500;0;1500;2195
bueno;6;propietario;36;37;casado;no;freelance;75;63;4000;50;800;1637
bueno;3;propietario;36;38;casado;no;fijo;75;106;8500;0;2375;2375
malo;16;propietario;60;42;casado;no;fijo;75;81;3500;0;870;873
malo;1;padres;60;23;soltero;no;fijo;35;100;0;0;1210;1450
malo;0;otra;60;40;casado;si;fijo;75;260;2500;0;1500;1607
bueno;12;propietario;24;36;casado;no;fijo;60;243;6000;0;600;1376
bueno;1;alquila;60;27;soltero;no;fijo;44;88;0;0;1000;1092
bueno;40;propietario;24;60;casado;no;freelance;75;186;8000;0;900;1307
bueno;30;propietario;48;45;casado;no;fijo;75;105;10000;2400;830;1128
bueno;5;propietario;48;65;casado;no;freelance;75;80;30000;2000;700;1698
bueno;10;privado;60;40;casado;no;fijo;60;154;1500;0;825;1075
malo;13;alquila;60;40;separado;no;freelance;64;35;2500;0;1920;1920
bueno;3;alquila;48;33;casado;no;fijo;66;63;2000;0;800;1298
malo;0;otra;36;28;casado;si;otros;45;297;8000;0;1360;1362
malo;1;alquila;60;33;casado;no;fijo;91;161;0;0;1700;1770
bueno;25;propietario;36;51;separado;no;freelance;35;200;5000;0;1700;2022
bueno;11;privado;48;31;casado;no;fijo;45;140;4000;0;700;1225
bueno;7;propietario;12;36;casado;no;fijo;90;125;20000;0;375;724
bueno;4;padres;24;23;soltero;no;fijo;35;78;3000;0;500;1346
malo;5;otra;60;33;soltero;no;fijo;35;57;0;0;1000;1415
bueno;31;alquila;60;51;casado;si;fijo;135;300;0;0;1000;1380
malo;0;otra;60;31;casado;no;freelance;60;NA;0;0;1400;1500
bueno;10;propietario;36;32;casado;no;freelance;75;202;2100;0;900;900
bueno;16;propietario;48;50;casado;no;fijo;90;175;21500;1950;1100;1639
bueno;19;propietario;36;52;casado;no;freelance;45;150;15000;0;1420;2220
bueno;0;padres;60;34;soltero;no;otros;45;158;2000;0;1020;1600
malo;3;otra;36;25;soltero;no;fijo;45;NA;0;0;900;1270
bueno;1;propietario;48;28;casado;no;tiempo parcial;45;123;4000;1978;1100;1556
malo;1;alquila;48;36;casado;no;freelance;88;125;0;0;1500;1878
malo;0;propietario;60;27;casado;no;tiempo parcial;45;113;3000;1500;1200;1532
bueno;2;propietario;24;26;casado;si;freelance;45;167;4000;0;340;900
malo;4;alquila;36;24;casado;si;fijo;75;148;0;0;900;1100
malo;0;privado;60;47;casado;no;tiempo parcial;75;156;2000;200;600;1556
bueno;13;propietario;48;40;casado;no;fijo;60;123;4000;0;900;1054
malo;1;propietario;60;42;casado;no;tiempo parcial;120;143;5500;2000;1160;1285
malo;17;alquila;48;52;casado;no;fijo;93;180;0;0;1200;1338
malo;0;otra;60;26;soltero;no;otros;35;NA;0;0;1200;1571
bueno;5;alquila;36;45;casado;no;otros;90;150;10000;0;1100;1556
bueno;17;propietario;60;47;casado;no;fijo;60;92;4500;0;1100;1194
bueno;8;propietario;60;25;casado;no;fijo;45;139;4000;1300;1450;1556
bueno;0;propietario;60;50;casado;no;fijo;75;250;15500;0;1000;1989
bueno;5;propietario;6;44;casado;no;fijo;75;315;13000;0;500;2624
malo;8;propietario;36;48;casado;si;fijo;35;121;3000;0;400;925
bueno;3;propietario;48;19;soltero;no;fijo;35;180;4000;0;800;1128
bueno;18;propietario;48;48;casado;si;fijo;105;129;3000;0;780;2220
bueno;22;propietario;60;46;casado;no;fijo;90;214;8000;0;1120;1395
bueno;12;propietario;60;50;casado;no;fijo;45;99;5000;0;1100;1137
bueno;12;padres;36;30;casado;no;freelance;75;110;0;0;800;875
malo;13;privado;60;30;casado;si;fijo;75;85;3500;0;1100;1417
bueno;3;propietario;18;39;casado;si;fijo;90;138;7000;0;500;700
bueno;1;propietario;60;27;casado;no;fijo;60;93;4000;0;1000;1207
bueno;29;propietario;60;52;casado;no;fijo;75;100;3000;0;1100;1268
bueno;1;alquila;48;42;casado;no;freelance;76;160;0;0;1200;1326
malo;3;otra;36;22;casado;no;fijo;45;215;0;0;1470;1480
bueno;23;padres;60;43;soltero;no;fijo;35;90;3500;0;1050;1228
bueno;20;propietario;36;36;casado;no;fijo;90;464;5000;0;2000;2168
bueno;5;privado;60;23;casado;no;fijo;35;167;7000;2160;1650;2100
bueno;3;alquila;60;40;casado;no;fijo;84;86;0;0;1000;1197
malo;1;privado;24;50;casado;no;freelance;60;125;5000;3000;360;510
bueno;15;propietario;36;52;casado;no;fijo;105;274;8000;0;300;325
bueno;10;propietario;36;38;casado;no;fijo;75;135;5500;1440;690;1000
malo;0;padres;48;35;casado;si;fijo;60;300;0;0;1400;1748
malo;9;propietario;60;34;casado;si;freelance;75;300;4000;300;1000;1392
bueno;9;alquila;60;34;casado;no;fijo;103;128;0;0;500;820
bueno;25;propietario;18;49;casado;no;freelance;90;90;4000;0;300;1275
malo;19;propietario;60;37;soltero;si;fijo;35;115;10000;6000;1500;1758
bueno;10;alquila;60;33;casado;no;fijo;56;107;0;0;600;1250
bueno;10;propietario;60;34;casado;no;freelance;75;300;11000;0;1000;1560
bueno;10;propietario;48;42;casado;no;freelance;105;230;30000;5000;1200;1570
bueno;4;propietario;24;32;casado;no;fijo;45;122;4000;1;500;1045
bueno;1;padres;36;19;soltero;no;tiempo parcial;35;43;0;0;425;500
bueno;1;propietario;48;45;casado;no;freelance;90;250;4000;0;1700;1800
bueno;19;padres;12;41;casado;no;freelance;90;190;500;0;500;1600
bueno;6;propietario;60;25;casado;no;freelance;45;100;3500;2500;950;1177
bueno;2;alquila;48;19;soltero;no;freelance;60;246;20500;0;1370;1371
malo;11;alquila;36;59;casado;no;fijo;69;85;0;0;850;1100
bueno;20;alquila;36;56;casado;si;fijo;77;173;0;0;1100;1256
bueno;18;alquila;48;42;casado;si;freelance;75;150;0;0;1000;1469
malo;0;padres;60;38;casado;no;tiempo parcial;90;86;5000;0;1600;1682
bueno;0;padres;60;22;soltero;no;tiempo parcial;45;183;4000;0;1150;1150
malo;1;alquila;36;44;separado;no;otros;55;100;0;0;675;675
bueno;1;propietario;60;31;casado;no;fijo;60;94;2500;0;900;1236
bueno;25;propietario;48;49;casado;no;fijo;60;150;6000;0;650;1265
bueno;15;alquila;60;55;casado;no;freelance;74;140;0;0;1000;1204
malo;21;alquila;60;55;viudo;no;fijo;56;107;0;0;1100;1353
bueno;10;privado;36;38;casado;si;fijo;60;117;4030;0;950;1330
bueno;12;propietario;60;60;casado;no;fijo;60;230;12000;0;950;1200
malo;10;alquila;60;58;divorciado;no;freelance;82;470;0;0;1350;1488
bueno;20;otra;36;39;casado;no;fijo;60;102;0;0;650;1695
bueno;10;propietario;60;34;casado;no;fijo;75;210;6000;0;900;1547
bueno;1;padres;60;21;soltero;no;tiempo parcial;35;42;0;0;1100;1112
bueno;5;alquila;60;37;soltero;no;fijo;48;130;0;0;600;1062
malo;2;privado;48;25;casado;no;tiempo parcial;45;90;3000;2000;800;1567
bueno;15;padres;36;39;soltero;no;fijo;60;120;0;0;900;900
bueno;1;padres;60;22;casado;no;fijo;60;117;0;0;1100;1280
bueno;11;propietario;30;35;casado;no;fijo;75;160;4000;0;700;1340
bueno;3;alquila;60;50;casado;no;tiempo parcial;69;90;0;0;1300;1490
malo;2;otra;36;49;casado;si;otros;45;50;0;0;1600;2640
bueno;15;propietario;48;30;casado;no;freelance;75;100;27000;5000;900;900
bueno;13;propietario;60;32;casado;no;fijo;75;182;5000;2500;1300;1569
malo;11;alquila;60;37;soltero;si;fijo;74;135;0;0;1400;1937
bueno;2;propietario;60;24;casado;no;tiempo parcial;45;67;4100;2800;1400;1403
bueno;32;propietario;24;63;casado;no;freelance;45;NA;90000;0;1000;1501
malo;1;propietario;60;25;casado;no;tiempo parcial;60;137;2700;1900;1150;1255
bueno;3;alquila;54;23;casado;no;fijo;59;140;0;0;1300;1345
malo;1;padres;60;22;soltero;no;fijo;35;85;0;0;1950;2134
bueno;37;propietario;60;52;casado;no;fijo;45;324;7000;0;1550;1590
malo;11;alquila;18;39;casado;si;freelance;60;NA;0;0;250;400
malo;0;propietario;60;29;casado;si;fijo;45;100;4500;0;1200;1406
malo;5;alquila;60;43;soltero;no;freelance;39;42;0;0;1600;1872
bueno;4;propietario;60;35;casado;no;fijo;60;251;6500;4000;1000;1123
bueno;1;padres;60;27;soltero;no;fijo;35;180;0;0;1000;1067
malo;10;padres;60;34;casado;si;freelance;60;400;12000;0;2075;2253
bueno;20;alquila;36;39;casado;no;fijo;91;158;0;0;380;580
bueno;1;propietario;36;51;casado;no;fijo;75;300;6000;0;1450;1992
bueno;15;alquila;12;35;separado;no;fijo;44;90;9000;0;400;1400
bueno;12;propietario;60;33;casado;si;freelance;90;146;15000;0;1150;1284
bueno;0;propietario;60;30;casado;si;fijo;75;255;4000;0;1500;1749
bueno;5;propietario;60;25;soltero;no;freelance;35;250;14000;0;1400;2125
bueno;6;propietario;60;53;casado;no;freelance;45;50;16000;0;1000;1505
bueno;6;alquila;60;26;casado;no;fijo;60;150;0;0;1200;1376
bueno;1;propietario;60;61;casado;si;freelance;45;NA;97000;2900;1200;2154
bueno;35;otra;60;63;viudo;no;fijo;35;190;0;0;750;1138
bueno;9;alquila;60;30;casado;no;fijo;63;178;0;0;1680;1931
bueno;12;propietario;60;43;casado;si;fijo;75;254;14000;2900;1200;1698
bueno;20;alquila;60;35;soltero;no;fijo;56;110;0;0;1000;1279
malo;15;propietario;36;49;casado;no;freelance;75;70;3572;1728;1650;2755
malo;3;alquila;60;34;casado;si;fijo;85;100;0;0;1000;1600
bueno;2;propietario;60;26;casado;si;fijo;60;137;4000;350;1200;2200
bueno;4;alquila;42;41;casado;no;freelance;90;NA;10000;0;1300;2260
bueno;10;propietario;60;30;casado;si;fijo;60;242;7500;0;1550;1904
bueno;9;propietario;60;51;casado;no;fijo;90;85;4000;0;1380;1580
malo;35;propietario;36;51;casado;no;freelance;45;NA;11700;0;1300;2810
bueno;1;alquila;36;40;casado;no;fijo;58;125;0;0;700;700
bueno;30;padres;24;53;casado;no;freelance;90;500;0;0;600;1100
bueno;12;otra;60;33;casado;no;fijo;60;140;0;0;1650;1910
malo;1;alquila;60;24;casado;no;fijo;52;70;0;0;1200;1360
bueno;3;alquila;60;25;casado;no;fijo;60;150;0;0;700;1030
malo;15;propietario;36;44;casado;si;fijo;90;245;4000;0;375;460
bueno;2;propietario;60;33;casado;no;freelance;75;193;5000;0;1150;1339
bueno;4;padres;24;27;soltero;no;fijo;35;110;0;0;370;525
bueno;4;alquila;60;24;casado;no;fijo;52;70;0;0;1000;1315
bueno;2;alquila;60;32;casado;no;tiempo parcial;87;115;2000;0;1250;1517
