FacturaID,Oficina,Ciudad,LineaProducto,PrecioUnitario,Cantidad,Impuestos,Total,FechaCompra,HoraCompra,MetodoPago,Costos,IngresosBrutos,Rating
778-34-2523,A,Plymouth,Electronic accessories,48.62,8,19.45,408.41,24/01/2023,10:57:00,Cash,388.96,19.45,5
778-71-5554,C,Glasgow,Fashion accessories,15.43,1,0.77,16.2,25/01/2023,15:46:00,Credit card,15.43,0.77,6.1
778-89-7974,C,Glasgow,Health and beauty,70.21,6,21.06,442.32,30/03/2023,14:58:00,Cash,421.26,21.06,7.4
779-06-0012,C,Glasgow,Home and lifestyle,88.61,1,4.43,93.04,19/01/2023,10:21:00,Cash,88.61,4.43,7.7
779-42-2410,B,Bristol,Food and beverages,57.74,3,8.66,181.88,20/02/2023,13:06:00,Ewallet,173.22,8.66,7.7
781-84-8059,C,Glasgow,Fashion accessories,60.74,7,21.26,446.44,18/01/2023,16:23:00,Ewallet,425.18,21.26,5
782-95-9291,A,Plymouth,Food and beverages,92.29,5,23.07,484.52,20/02/2023,15:55:00,Credit card,461.45,23.07,9
783-09-1637,B,Bristol,Sports and travel,67.43,5,16.86,354.01,6/03/2023,18:13:00,Ewallet,337.15,16.86,6.3
784-08-0310,C,Glasgow,Food and beverages,21.04,4,4.21,88.37,13/01/2023,13:58:00,Cash,84.16,4.21,7.6
784-21-9238,C,Glasgow,Sports and travel,10.17,1,0.51,10.68,7/02/2023,14:15:00,Cash,10.17,0.51,5.9
785-13-7708,B,Bristol,Food and beverages,73.06,7,25.57,536.99,14/01/2023,19:06:00,Credit card,511.42,25.57,4.2
785-96-0615,B,Bristol,Electronic accessories,35.74,8,14.3,300.22,17/02/2023,15:28:00,Ewallet,285.92,14.3,4.9
786-94-2700,A,Plymouth,Food and beverages,80.62,6,24.19,507.91,28/02/2023,20:18:00,Cash,483.72,24.19,9.1
787-15-1757,C,Glasgow,Health and beauty,44.07,4,8.81,185.09,18/02/2023,16:28:00,Ewallet,176.28,8.81,8.4
787-56-0757,C,Glasgow,Food and beverages,80.36,4,16.07,337.51,23/02/2023,18:45:00,Credit card,321.44,16.07,8.3
787-87-2010,A,Plymouth,Health and beauty,55.5,4,11.1,233.1,20/01/2023,15:48:00,Credit card,222,11.1,6.6
788-07-8452,C,Glasgow,Home and lifestyle,24.24,7,8.48,178.16,27/01/2023,17:38:00,Ewallet,169.68,8.48,9.4
788-21-5741,A,Plymouth,Fashion accessories,45.38,3,6.81,142.95,17/02/2023,13:34:00,Credit card,136.14,6.81,7.2
789-23-8625,B,Bristol,Fashion accessories,93.22,3,13.98,293.64,24/01/2023,11:45:00,Cash,279.66,13.98,7.2
790-29-1172,B,Bristol,Food and beverages,57.34,3,8.6,180.62,10/03/2023,18:59:00,Credit card,172.02,8.6,7.9
790-38-4466,C,Glasgow,Health and beauty,10.99,5,2.75,57.7,23/01/2023,10:18:00,Credit card,54.95,2.75,9.3
793-10-3222,B,Bristol,Health and beauty,41.06,6,12.32,258.68,5/03/2023,13:30:00,Credit card,246.36,12.32,8.3
794-32-2436,B,Bristol,Electronic accessories,55.67,2,5.57,116.91,27/03/2023,15:08:00,Ewallet,111.34,5.57,6
794-42-3736,B,Bristol,Food and beverages,33.33,2,3.33,69.99,26/01/2023,14:41:00,Credit card,66.66,3.33,6.4
795-49-7276,A,Plymouth,Fashion accessories,37.15,4,7.43,156.03,23/03/2023,18:59:00,Ewallet,148.6,7.43,8.3
796-12-2025,C,Glasgow,Fashion accessories,62.12,10,31.06,652.26,11/02/2023,16:19:00,Cash,621.2,31.06,5.9
796-32-9050,A,Plymouth,Food and beverages,51.28,6,15.38,323.06,19/01/2023,16:31:00,Cash,307.68,15.38,6.5
797-88-0493,A,Plymouth,Health and beauty,64.27,4,12.85,269.93,26/03/2023,13:54:00,Cash,257.08,12.85,7.7
799-71-1548,A,Plymouth,Electronic accessories,77.72,4,15.54,326.42,7/01/2023,16:11:00,Credit card,310.88,15.54,8.8
800-09-8606,A,Plymouth,Home and lifestyle,87.37,5,21.84,458.69,29/01/2023,19:45:00,Cash,436.85,21.84,6.6
801-88-0346,C,Glasgow,Fashion accessories,76.06,3,11.41,239.59,5/01/2023,20:30:00,Credit card,228.18,11.41,9.8
802-43-8934,A,Plymouth,Home and lifestyle,18.28,1,0.91,19.19,22/03/2023,15:05:00,Credit card,18.28,0.91,8.3
802-70-5316,A,Plymouth,Sports and travel,92.13,6,27.64,580.42,6/03/2023,20:34:00,Cash,552.78,27.64,8.3
803-17-8013,A,Plymouth,Home and lifestyle,88.79,8,35.52,745.84,17/02/2023,17:09:00,Cash,710.32,35.52,4.1
803-83-5989,C,Glasgow,Home and lifestyle,55.73,6,16.72,351.1,24/02/2023,10:55:00,Ewallet,334.38,16.72,7
804-38-3935,A,Plymouth,Electronic accessories,93.78,3,14.07,295.41,30/01/2023,11:32:00,Credit card,281.34,14.07,5.9
805-86-0265,A,Plymouth,Home and lifestyle,93.96,9,42.28,887.92,20/03/2023,11:32:00,Cash,845.64,42.28,9.8
807-14-7833,A,Plymouth,Electronic accessories,17.42,10,8.71,182.91,22/02/2023,12:30:00,Ewallet,174.2,8.71,7
807-34-3742,A,Plymouth,Fashion accessories,52.38,1,2.62,55,26/03/2023,19:44:00,Cash,52.38,2.62,5.8
808-65-0703,C,Glasgow,Home and lifestyle,35.47,4,7.09,148.97,14/03/2023,17:22:00,Credit card,141.88,7.09,6.9
809-46-1866,A,Plymouth,Health and beauty,58.15,4,11.63,244.23,23/01/2023,17:44:00,Cash,232.6,11.63,8.4
809-69-9497,A,Plymouth,Home and lifestyle,45.68,10,22.84,479.64,19/01/2023,19:30:00,Ewallet,456.8,22.84,5.7
810-60-6344,C,Glasgow,Electronic accessories,40.86,8,16.34,343.22,7/02/2023,14:38:00,Credit card,326.88,16.34,6.5
811-03-8790,A,Plymouth,Electronic accessories,45.48,10,22.74,477.54,1/03/2023,10:22:00,Credit card,454.8,22.74,4.8
811-35-1094,B,Bristol,Electronic accessories,50.45,6,15.14,317.83,6/02/2023,15:16:00,Credit card,302.7,15.14,8.9
815-04-6282,C,Glasgow,Sports and travel,64.97,5,16.24,341.09,8/02/2023,12:52:00,Credit card,324.85,16.24,6.5
815-11-1168,A,Plymouth,Food and beverages,99.78,5,24.94,523.84,9/03/2023,19:09:00,Cash,498.9,24.94,5.4
816-57-2053,A,Plymouth,Sports and travel,60.87,2,6.09,127.83,9/03/2023,12:37:00,Ewallet,121.74,6.09,8.7
816-72-8853,A,Plymouth,Sports and travel,27.93,5,6.98,146.63,29/01/2023,15:48:00,Cash,139.65,6.98,5.9
817-48-8732,A,Plymouth,Home and lifestyle,72.35,10,36.17,759.67,20/01/2023,15:55:00,Cash,723.5,36.17,5.4
817-69-8206,B,Bristol,Electronic accessories,99.73,9,44.88,942.45,2/03/2023,19:42:00,Credit card,897.57,44.88,6.5
821-07-3596,C,Glasgow,Fashion accessories,16.45,4,3.29,69.09,7/03/2023,14:53:00,Ewallet,65.8,3.29,5.6
821-14-9046,B,Bristol,Fashion accessories,17.48,6,5.24,110.12,18/01/2023,15:04:00,Credit card,104.88,5.24,6.1
824-88-3614,C,Glasgow,Health and beauty,34.31,8,13.72,288.2,25/01/2023,15:00:00,Ewallet,274.48,13.72,5.7
825-94-5922,B,Bristol,Sports and travel,25.31,2,2.53,53.15,2/03/2023,19:26:00,Ewallet,50.62,2.53,7.2
826-58-8051,B,Bristol,Home and lifestyle,62.19,4,12.44,261.2,6/01/2023,19:46:00,Ewallet,248.76,12.44,4.3
827-26-2100,A,Plymouth,Home and lifestyle,33.84,9,15.23,319.79,21/03/2023,16:21:00,Ewallet,304.56,15.23,8.8
827-44-5872,B,Bristol,Food and beverages,54.36,10,27.18,570.78,7/02/2023,11:28:00,Credit card,543.6,27.18,6.1
827-77-7633,A,Plymouth,Sports and travel,98.09,9,44.14,926.95,17/02/2023,19:41:00,Cash,882.81,44.14,9.3
828-46-6863,A,Plymouth,Food and beverages,98.53,6,29.56,620.74,23/01/2023,11:22:00,Credit card,591.18,29.56,4
828-61-5674,A,Plymouth,Sports and travel,44.02,10,22.01,462.21,20/03/2023,19:57:00,Credit card,440.2,22.01,9.6
829-34-3910,A,Plymouth,Health and beauty,71.38,10,35.69,749.49,29/03/2023,19:21:00,Cash,713.8,35.69,5.7
829-49-1914,C,Glasgow,Food and beverages,78.31,10,39.15,822.26,5/03/2023,16:24:00,Ewallet,783.1,39.15,6.6
830-58-2383,B,Bristol,Home and lifestyle,31.75,4,6.35,133.35,8/02/2023,15:26:00,Cash,127,6.35,8.6
831-07-6050,A,Plymouth,Electronic accessories,32.71,5,8.18,171.73,19/03/2023,11:30:00,Credit card,163.55,8.18,9.9
831-64-0259,B,Bristol,Fashion accessories,39.75,5,9.94,208.69,22/02/2023,10:43:00,Ewallet,198.75,9.94,9.6
831-81-6575,B,Bristol,Electronic accessories,75.59,9,34.02,714.33,23/02/2023,11:12:00,Cash,680.31,34.02,8
832-51-6761,A,Plymouth,Food and beverages,33.88,8,13.55,284.59,19/01/2023,20:29:00,Ewallet,271.04,13.55,9.6
834-25-9262,C,Glasgow,Fashion accessories,81.68,4,16.34,343.06,6/01/2023,12:12:00,Cash,326.72,16.34,9.1
834-45-5519,B,Bristol,Electronic accessories,43,4,8.6,180.6,31/01/2023,20:48:00,Ewallet,172,8.6,7.6
834-61-8124,A,Plymouth,Electronic accessories,51.69,7,18.09,379.92,26/01/2023,18:22:00,Cash,361.83,18.09,5.5
834-83-1826,B,Bristol,Home and lifestyle,82.04,5,20.51,430.71,25/02/2023,17:16:00,Credit card,410.2,20.51,7.6
835-16-0096,C,Glasgow,Sports and travel,14.7,5,3.67,77.18,24/03/2023,13:48:00,Ewallet,73.5,3.67,8.5
836-82-5858,B,Bristol,Health and beauty,69.37,9,31.22,655.55,26/01/2023,19:14:00,Ewallet,624.33,31.22,4
837-55-7229,B,Bristol,Fashion accessories,47.44,1,2.37,49.81,22/02/2023,18:19:00,Credit card,47.44,2.37,6.8
838-02-1821,C,Glasgow,Home and lifestyle,12.73,2,1.27,26.73,22/02/2023,12:10:00,Credit card,25.46,1.27,5.2
838-78-4295,C,Glasgow,Health and beauty,33.47,2,3.35,70.29,10/02/2023,15:43:00,Ewallet,66.94,3.35,6.7
840-19-2096,C,Glasgow,Electronic accessories,87.91,5,21.98,461.53,14/03/2023,18:10:00,Ewallet,439.55,21.98,4.4
840-76-5966,A,Plymouth,Sports and travel,12.76,2,1.28,26.8,8/01/2023,18:06:00,Ewallet,25.52,1.28,7.8
841-18-8232,B,Bristol,Food and beverages,71.2,1,3.56,74.76,5/01/2023,20:40:00,Credit card,71.2,3.56,9.2
841-35-6630,C,Glasgow,Electronic accessories,75.91,6,22.77,478.23,9/03/2023,18:21:00,Cash,455.46,22.77,8.7
842-29-4695,C,Glasgow,Sports and travel,17.14,7,6,125.98,16/01/2023,12:07:00,Credit card,119.98,6,7.9
842-40-8179,B,Bristol,Food and beverages,77.2,10,38.6,810.6,11/02/2023,10:38:00,Credit card,772,38.6,5.6
843-01-4703,B,Bristol,Home and lifestyle,35.38,9,15.92,334.34,5/01/2023,19:50:00,Credit card,318.42,15.92,9.6
843-73-4724,A,Plymouth,Fashion accessories,74.1,1,3.7,77.81,25/01/2023,11:05:00,Cash,74.1,3.7,9.2
845-51-0542,B,Bristol,Food and beverages,46.55,9,20.95,439.9,2/02/2023,15:34:00,Ewallet,418.95,20.95,6.4
845-94-6841,C,Glasgow,Food and beverages,72.88,9,32.8,688.72,8/01/2023,19:38:00,Cash,655.92,32.8,4
846-10-0341,A,Plymouth,Fashion accessories,42.57,7,14.9,312.89,6/01/2023,11:51:00,Cash,297.99,14.9,6.8
847-38-7188,B,Bristol,Food and beverages,96.68,3,14.5,304.54,26/01/2023,19:56:00,Ewallet,290.04,14.5,6.4
848-07-1692,B,Bristol,Health and beauty,57.22,2,5.72,120.16,12/01/2023,17:13:00,Ewallet,114.44,5.72,8.3
848-24-9445,C,Glasgow,Health and beauty,43.7,2,4.37,91.77,26/03/2023,18:03:00,Cash,87.4,4.37,4.9
848-42-2560,A,Plymouth,Fashion accessories,81.91,2,8.19,172.01,5/03/2023,17:43:00,Cash,163.82,8.19,7.8
848-62-7243,A,Plymouth,Health and beauty,24.89,9,11.2,235.21,15/03/2023,15:36:00,Cash,224.01,11.2,7.4
848-95-6252,C,Glasgow,Home and lifestyle,86.27,1,4.31,90.58,20/02/2023,13:24:00,Ewallet,86.27,4.31,7
849-09-3807,A,Plymouth,Fashion accessories,88.34,7,30.92,649.3,18/02/2023,13:28:00,Cash,618.38,30.92,6.6
850-41-9669,A,Plymouth,Electronic accessories,75.06,9,33.78,709.32,19/03/2023,13:25:00,Ewallet,675.54,33.78,6.2
851-28-6367,A,Plymouth,Sports and travel,15.5,10,7.75,162.75,23/03/2023,10:55:00,Ewallet,155,7.75,8
851-98-3555,B,Bristol,Health and beauty,82.88,5,20.72,435.12,24/03/2023,14:08:00,Credit card,414.4,20.72,6.6
852-62-7105,B,Bristol,Fashion accessories,83.25,10,41.63,874.13,12/01/2023,11:25:00,Credit card,832.5,41.63,4.4
852-82-2749,A,Plymouth,Sports and travel,64.59,4,12.92,271.28,6/01/2023,13:35:00,Ewallet,258.36,12.92,9.3
853-23-2453,B,Bristol,Health and beauty,75.74,4,15.15,318.11,14/02/2023,14:35:00,Cash,302.96,15.15,7.6
856-22-8149,A,Plymouth,Home and lifestyle,25.29,1,1.26,26.55,23/03/2023,10:13:00,Ewallet,25.29,1.26,6.1
856-66-2701,A,Plymouth,Home and lifestyle,53.3,3,7.99,167.9,25/01/2023,14:19:00,Ewallet,159.9,7.99,7.5
857-16-3520,A,Plymouth,Fashion accessories,71.46,7,25.01,525.23,28/03/2023,16:06:00,Ewallet,500.22,25.01,4.5
857-67-9057,B,Bristol,Electronic accessories,22.95,10,11.48,240.98,6/02/2023,19:20:00,Ewallet,229.5,11.48,8.2
859-71-0933,C,Glasgow,Sports and travel,15.49,2,1.55,32.53,16/01/2023,15:10:00,Cash,30.98,1.55,6.3
859-97-6048,C,Glasgow,Electronic accessories,84.25,2,8.43,176.93,26/03/2023,14:13:00,Credit card,168.5,8.43,5.3
860-73-6466,A,Plymouth,Sports and travel,39.47,2,3.95,82.89,2/03/2023,16:16:00,Credit card,78.94,3.95,5
860-79-0874,C,Glasgow,Fashion accessories,99.3,10,49.65,1042.65,15/02/2023,14:53:00,Credit card,993,49.65,6.6
861-77-0145,C,Glasgow,Electronic accessories,81.97,10,40.99,860.68,3/03/2023,14:30:00,Cash,819.7,40.99,9.2
862-17-9201,B,Bristol,Food and beverages,84.05,6,25.22,529.52,29/01/2023,10:48:00,Credit card,504.3,25.22,7.7
862-29-5914,C,Glasgow,Sports and travel,22.38,1,1.12,23.5,30/01/2023,17:08:00,Credit card,22.38,1.12,8.6
862-59-8517,C,Glasgow,Food and beverages,90.24,6,27.07,568.51,27/01/2023,11:17:00,Cash,541.44,27.07,6.2
864-24-7918,A,Plymouth,Sports and travel,24.49,10,12.24,257.14,22/02/2023,15:15:00,Cash,244.9,12.24,8.1
865-41-9075,A,Plymouth,Food and beverages,11.53,7,4.04,84.75,28/01/2023,17:35:00,Cash,80.71,4.04,8.1
865-92-6136,A,Plymouth,Food and beverages,52.75,3,7.91,166.16,23/03/2023,10:16:00,Ewallet,158.25,7.91,9.3
866-05-7563,B,Bristol,Electronic accessories,81.4,3,12.21,256.41,9/02/2023,19:43:00,Cash,244.2,12.21,4.8
866-70-2814,B,Bristol,Electronic accessories,52.79,10,26.4,554.29,25/02/2023,11:58:00,Ewallet,527.9,26.4,10
866-99-7614,C,Glasgow,Food and beverages,89.2,10,44.6,936.6,11/02/2023,15:42:00,Credit card,892,44.6,4.4
867-47-1948,C,Glasgow,Home and lifestyle,15.8,10,7.9,165.9,9/01/2023,12:07:00,Cash,158,7.9,7.8
868-06-0466,A,Plymouth,Electronic accessories,69.58,9,31.31,657.53,19/02/2023,19:38:00,Credit card,626.22,31.31,7.8
868-52-7573,B,Bristol,Food and beverages,99.69,5,24.92,523.37,14/01/2023,12:09:00,Cash,498.45,24.92,9.9
868-81-1752,B,Bristol,Home and lifestyle,22.02,9,9.91,208.09,7/02/2023,18:48:00,Cash,198.18,9.91,6.8
869-11-3082,B,Bristol,Health and beauty,96.16,4,19.23,403.87,27/01/2023,20:03:00,Credit card,384.64,19.23,8.4
870-54-3162,A,Plymouth,Sports and travel,32.25,5,8.06,169.31,27/01/2023,13:26:00,Cash,161.25,8.06,9
870-72-4431,C,Glasgow,Health and beauty,99.19,6,29.76,624.9,21/01/2023,14:42:00,Credit card,595.14,29.76,5.5
870-76-1733,A,Plymouth,Food and beverages,14.23,5,3.56,74.71,1/02/2023,10:08:00,Credit card,71.15,3.56,4.4
871-39-9221,C,Glasgow,Electronic accessories,12.45,6,3.73,78.43,9/02/2023,13:11:00,Cash,74.7,3.73,4.1
871-79-8483,B,Bristol,Fashion accessories,94.13,5,23.53,494.18,25/02/2023,19:39:00,Credit card,470.65,23.53,4.8
873-14-6353,A,Plymouth,Food and beverages,24.82,7,8.69,182.43,16/02/2023,10:33:00,Credit card,173.74,8.69,7.1
873-51-0671,A,Plymouth,Sports and travel,21.98,7,7.69,161.55,10/01/2023,16:42:00,Ewallet,153.86,7.69,5.1
873-95-4984,B,Bristol,Health and beauty,76.9,7,26.92,565.22,15/02/2023,20:21:00,Cash,538.3,26.92,7.7
875-31-8302,B,Bristol,Sports and travel,93.38,1,4.67,98.05,3/01/2023,13:07:00,Cash,93.38,4.67,9.6
875-46-5808,B,Bristol,Health and beauty,25.9,10,12.95,271.95,6/02/2023,14:51:00,Ewallet,259,12.95,8.7
877-22-3308,A,Plymouth,Health and beauty,15.87,10,7.93,166.63,13/03/2023,16:40:00,Cash,158.7,7.93,5.8
878-30-2331,C,Glasgow,Sports and travel,54.55,10,27.27,572.78,2/03/2023,11:22:00,Credit card,545.5,27.27,7.1
880-35-0356,A,Plymouth,Sports and travel,75.2,3,11.28,236.88,5/02/2023,11:51:00,Ewallet,225.6,11.28,4.8
880-46-5796,A,Plymouth,Sports and travel,76.92,10,38.46,807.66,17/03/2023,19:53:00,Ewallet,769.2,38.46,5.6
881-41-7302,C,Glasgow,Fashion accessories,64.99,1,3.25,68.24,26/01/2023,10:06:00,Credit card,64.99,3.25,4.5
882-40-4577,A,Plymouth,Sports and travel,67.26,4,13.45,282.49,19/01/2023,15:28:00,Credit card,269.04,13.45,8
883-17-4236,C,Glasgow,Sports and travel,14.39,2,1.44,30.22,2/03/2023,19:44:00,Credit card,28.78,1.44,7.2
883-69-1285,B,Bristol,Fashion accessories,49.92,2,4.99,104.83,6/03/2023,11:55:00,Credit card,99.84,4.99,7
884-80-6021,A,Plymouth,Electronic accessories,73.47,10,36.74,771.43,23/03/2023,13:14:00,Ewallet,734.7,36.74,9.5
885-17-6250,A,Plymouth,Health and beauty,79.74,1,3.99,83.73,6/03/2023,10:36:00,Ewallet,79.74,3.99,7.3
885-56-0389,C,Glasgow,Fashion accessories,52.35,1,2.62,54.97,12/02/2023,17:49:00,Cash,52.35,2.62,4
886-18-2897,A,Plymouth,Food and beverages,56.56,5,14.14,296.94,22/03/2023,19:06:00,Credit card,282.8,14.14,4.5
886-54-6089,A,Plymouth,Home and lifestyle,11.43,6,3.43,72.01,15/01/2023,17:24:00,Cash,68.58,3.43,7.7
886-77-9084,C,Glasgow,Electronic accessories,71.89,8,28.76,603.88,19/02/2023,11:33:00,Ewallet,575.12,28.76,5.5
887-42-0517,C,Glasgow,Sports and travel,83.14,7,29.1,611.08,10/01/2023,10:31:00,Credit card,581.98,29.1,6.6
888-02-0338,A,Plymouth,Electronic accessories,26.23,9,11.8,247.87,25/01/2023,20:24:00,Ewallet,236.07,11.8,5.9
889-04-9723,B,Bristol,Food and beverages,89.14,4,17.83,374.39,7/01/2023,12:20:00,Credit card,356.56,17.83,7.8
891-01-7034,B,Bristol,Electronic accessories,74.71,6,22.41,470.67,1/01/2023,19:07:00,Cash,448.26,22.41,6.7
891-58-8335,B,Bristol,Sports and travel,29.61,7,10.36,217.63,11/03/2023,15:53:00,Cash,207.27,10.36,6.5
892-05-6689,A,Plymouth,Home and lifestyle,28.32,5,7.08,148.68,11/03/2023,13:28:00,Ewallet,141.6,7.08,6.2
894-41-5205,C,Glasgow,Food and beverages,43.18,8,17.27,362.71,19/01/2023,19:39:00,Credit card,345.44,17.27,8.3
895-03-6665,B,Bristol,Fashion accessories,36.51,9,16.43,345.02,16/02/2023,10:52:00,Cash,328.59,16.43,4.2
895-66-0685,B,Bristol,Food and beverages,18.08,3,2.71,56.95,5/03/2023,19:46:00,Ewallet,54.24,2.71,8
896-34-0956,A,Plymouth,Fashion accessories,21.32,1,1.07,22.39,26/01/2023,12:43:00,Cash,21.32,1.07,5.9
898-04-2717,A,Plymouth,Fashion accessories,76.4,9,34.38,721.98,19/03/2023,15:49:00,Ewallet,687.6,34.38,7.5
